Date,Day_of_Week,Is_Weekend,Year,Month,MonthName,Web_TotalUsers,Web_Sessions,Web_PageViews,Web_EngagedSessions,Web_NewUsers,Web_ReturningUsers,Web_EngagementRate,Web_BounceRate,Acq_New_users,Acq_Returning_users,Acq_Total_users,Acq_Sessions,Acq_Engagement_rate,Acq_Bounce_rate,Device_desktop,Device_mobile,Device_tablet,OS_Windows,OS_iOS,OS_Android,OS_Macintosh,OS_Linux,Browser_Chrome,Browser_Safari,Browser_Edge,Browser_Firefox,PT_Impressions,PT_Pin clicks,PT_Engaged audience,PT_Outbound clicks,PT_Saves,PT_Engagement rate,PT_Pin click rate,PT_Outbound click rate,PT_Save rate,PT_Total audience,PT_Engagement,Fa_reach,Fa_views,Fa_likes,Fa_total_engagement,In_reach,In_views,In_likes,In_total_engagement,Total_Device_Usage,Dominant_Device,Mobile_Percentage,Total_Social_Reach,Total_Social_Views,Total_Social_Engagement,Website_Activity_Level,PT_Level,Social_to_Web_Ratio,Digital_Footprint_Score,Web_TotalUsers_7day_avg,Total_Social_Engagement_7day_avg,PT_Engagement_7day_avg,Instagram_Posting_Time,Instagram_Posting_Hour,Instagram_Post_Count,Facebook_Posting_Time,Facebook_Posting_Hour,Facebook_Post_Count,Total_Posts_Today,Instagram_Peak_Time_Match,Facebook_Peak_Time_Match,Date_DMY
31/07/2024,Wednesday,0,2024,7,July,6,6,10,6,6,0,1,0,3,0,3,3,1,0,1,2,0,0,1,1,1,0,2,1,0,0,25,2,2,0,0,0.08,0.08,0,0,21,2,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,10,4.08,Low,Low,0.6,7,13.28571429,4.978357666,1.142857143,,,0,,,0,0,FALSE,FALSE,31/07/2024
01/08/2024,Thursday,0,2024,8,August,14,14,36,12,14,0,0.857142857,0.142857143,7,0,7,7,0.857142857,0.142857143,3,5,1,1,4,1,2,0,4,4,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,mobile,55.55555556,0,36,1.714285714,Medium,,0.388888889,17.6,14.85714286,4.97801753,1,,,0,,,0,0,FALSE,FALSE,01/08/2024
02/08/2024,Friday,0,2024,8,August,15,15,21,12,12,0,0.8,0.2,4,0,5,5,0.8,0.2,3,2,0,2,1,1,0,2,4,1,0,1,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,desktop,40,0,21,1.6,Medium,,0.714285714,17.1,13.85714286,4.806396559,0.714285714,,,0,,,0,0,FALSE,FALSE,02/08/2024
03/08/2024,Saturday,1,2024,8,August,4,4,6,4,4,0,1,0,2,0,2,2,1,0,1,1,0,0,1,0,1,0,1,1,0,0,16,1,1,0,1,0.125,0.0625,0,0.0625,14,2,0,0,0,0,0,0,0,0,2,desktop,50,0,6,4.125,Low,Low,0.666666667,4.6,12.71428571,5.000444178,0.857142857,,,0,,,0,0,FALSE,FALSE,03/08/2024
04/08/2024,Sunday,1,2024,8,August,10,10,16,6,8,2,0.6,0.4,4,1,5,5,0.6,0.4,2,3,0,2,3,0,0,0,2,3,0,0,17,1,1,0,0,0.058823529,0.058823529,0,0,15,1,0,0,0,0,0,0,0,0,5,mobile,60,0,16,2.258823529,Low,Low,0.625,11.6,14.14285714,5.323133253,1,,,0,,,0,0,FALSE,FALSE,04/08/2024
05/08/2024,Monday,0,2024,8,August,12,12,16,10,10,2,0.833333333,0.166666667,5,1,6,6,0.833333333,0.166666667,3,3,0,0,3,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,desktop,50,0,16,1.666666667,Medium,,0.75,13.6,9.857142857,2.42782513,0.857142857,,,0,,,0,0,FALSE,FALSE,05/08/2024
06/08/2024,Tuesday,0,2024,8,August,8,8,18,8,8,0,1,0,4,0,4,4,1,0,3,1,0,2,1,0,1,0,3,1,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,desktop,25,0,18,2,Low,,0.444444444,9.8,9.857142857,2.492110844,0.714285714,,,0,,,0,0,FALSE,FALSE,06/08/2024
07/08/2024,Wednesday,0,2024,8,August,12,12,18,6,12,0,0.5,0.5,4,0,4,4,0.5,0.5,1,3,0,1,2,1,0,0,1,2,0,1,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,mobile,75,0,18,1,Medium,,0.666666667,13.8,10.71428571,2.052110844,0.428571429,,,0,,,0,0,FALSE,FALSE,07/08/2024
08/08/2024,Thursday,0,2024,8,August,6,6,14,6,6,0,1,0,3,0,3,3,1,0,2,1,0,2,1,0,0,0,2,1,0,0,23,1,1,0,0,0.043478261,0.043478261,0,0,20,1,0,0,0,0,0,0,0,0,3,desktop,33.33333333,0,14,3.043478261,Low,Low,0.428571429,7.4,9.571428571,2.241995494,0.571428571,,,0,,,0,0,FALSE,FALSE,08/08/2024
09/08/2024,Friday,0,2024,8,August,24,24,48,16,16,4,0.666666667,0.333333333,4,1,6,6,0.666666667,0.333333333,1,4,1,1,1,4,0,0,3,1,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,mobile,66.66666667,0,48,1.333333333,Medium,,0.5,28.8,10.85714286,2.203900256,0.571428571,,,0,,,0,0,FALSE,FALSE,09/08/2024
10/08/2024,Saturday,1,2024,8,August,21,21,27,18,21,0,0.857142857,0.142857143,7,0,7,7,0.857142857,0.142857143,3,4,0,1,1,3,0,2,5,1,0,0,23,1,1,0,0,0.043478261,0.043478261,0,0,16,1,0,0,0,0,0,0,0,0,7,mobile,57.14285714,0,27,2.757763975,Medium,Low,0.777777778,23.7,13.28571429,2.008580824,0.428571429,,,0,,,0,0,FALSE,FALSE,10/08/2024
11/08/2024,Sunday,1,2024,8,August,4,4,18,4,4,0,1,0,2,0,2,2,1,0,1,1,0,0,1,0,1,0,1,1,0,0,15,2,2,0,0,0.133333333,0.133333333,0,0,11,2,0,0,0,0,0,0,0,0,2,desktop,50,0,18,4.133333333,Low,Low,0.222222222,5.8,12.42857143,2.276367938,0.571428571,,,0,,,0,0,FALSE,FALSE,11/08/2024
12/08/2024,Monday,0,2024,8,August,8,8,10,6,6,2,0.75,0.25,3,1,4,4,0.75,0.25,4,0,0,0,0,0,3,0,3,1,0,0,23,2,2,0,1,0.130434783,0.086956522,0,0.043478261,20,3,0,0,0,0,0,0,0,0,4,desktop,0,0,10,4.630434783,Low,Low,0.8,9,11.85714286,2.699763384,1,,,0,,,0,0,FALSE,FALSE,12/08/2024
13/08/2024,Tuesday,0,2024,8,August,4,6,10,4,3,2,0.666666667,0.333333333,3,2,4,6,0.666666667,0.333333333,5,1,0,2,0,1,3,0,6,0,0,0,16,1,1,0,0,0.0625,0.0625,0,0,13,1,0,0,0,0,0,0,0,0,6,desktop,16.66666667,0,10,2.395833333,Low,Low,0.4,5,11.28571429,2.756311003,1.142857143,,,0,,,0,0,FALSE,FALSE,13/08/2024
14/08/2024,Wednesday,0,2024,8,August,6,6,10,4,6,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,3,0,0,2,0,0,1,0,2,1,0,0,18,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,desktop,0,0,10,1.333333333,Low,,0.6,7,10.42857143,2.80393005,1.142857143,,,0,,,0,0,FALSE,FALSE,14/08/2024
15/08/2024,Thursday,0,2024,8,August,36,42,141,36,27,15,0.857142857,0.142857143,9,5,12,14,0.857142857,0.142857143,12,3,1,7,2,1,5,1,13,2,0,1,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16,desktop,18.75,0,141,1.714285714,High,,0.255319149,50.1,14.71428571,2.614045401,1,,,0,,,0,0,FALSE,FALSE,15/08/2024
16/08/2024,Friday,0,2024,8,August,8,10,12,4,8,2,0.4,0.6,4,1,4,5,0.4,0.6,3,2,0,3,2,0,0,0,3,2,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,desktop,40,0,12,0.8,Low,,0.666666667,9.2,12.42857143,2.537854925,1,,,0,,,0,0,FALSE,FALSE,16/08/2024
17/08/2024,Saturday,1,2024,8,August,4,4,6,2,4,0,0.5,0.5,2,0,2,2,0.5,0.5,1,1,0,1,1,0,0,0,1,1,0,0,17,0,0,0,0,0,0,0,0,16,0,107,0,7,7,167,202,0,17,2,desktop,50,274,208,25,Low,,0.019230769,24.8,10,5.715317214,0.857142857,19:00:00,19,1,19:00:00,19,1,2,FALSE,FALSE,17/08/2024
18/08/2024,Sunday,1,2024,8,August,21,21,54,15,18,3,0.714285714,0.285714286,6,1,7,7,0.714285714,0.285714286,4,3,0,3,3,0,1,0,3,3,0,1,39,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,54,1.428571429,Medium,,0.388888889,26.4,12.42857143,5.328922656,0.571428571,,,0,,,0,0,FALSE,FALSE,18/08/2024
19/08/2024,Monday,0,2024,8,August,8,10,32,8,8,2,0.8,0.2,4,1,4,5,0.8,0.2,2,3,0,1,1,2,1,0,4,1,0,0,20,1,1,0,0,0.05,0.05,0,0,17,1,0,0,0,0,0,0,0,0,5,mobile,60,0,32,2.65,Low,Low,0.25,11.2,12.42857143,5.046003401,0.285714286,,,0,,,0,0,FALSE,FALSE,19/08/2024
20/08/2024,Tuesday,0,2024,8,August,4,4,10,4,4,0,1,0,2,0,2,2,1,0,2,0,0,2,0,0,0,0,1,0,1,0,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2,desktop,0,0,10,2,Low,,0.4,5,12.42857143,4.989455782,0.142857143,,,0,,,0,0,FALSE,FALSE,20/08/2024
21/08/2024,Wednesday,0,2024,8,August,4,4,6,4,3,1,1,0,3,1,4,4,1,0,3,1,0,1,1,0,2,0,4,0,0,0,29,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,desktop,25,0,6,2,Low,,0.666666667,4.6,12.14285714,5.084693878,0.142857143,,,0,,,0,0,FALSE,FALSE,21/08/2024
22/08/2024,Thursday,0,2024,8,August,15,18,42,12,12,0,0.666666667,0.333333333,4,0,5,6,0.666666667,0.333333333,4,2,0,2,1,1,2,0,4,1,0,1,25,2,2,0,0,0.08,0.08,0,0,23,2,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,42,3.413333333,Medium,Low,0.357142857,19.2,9.142857143,5.327414966,0.428571429,,,0,,,0,0,FALSE,FALSE,22/08/2024
23/08/2024,Friday,0,2024,8,August,36,36,72,9,33,3,0.25,0.75,11,1,12,12,0.25,0.75,10,2,0,1,0,2,9,0,10,1,1,0,16,2,2,0,1,0.1875,0.125,0,0.0625,16,3,0,0,0,0,0,0,0,0,12,desktop,16.66666667,0,72,3.6875,High,Low,0.5,43.2,13.14285714,5.739914966,0.857142857,,,0,,,0,0,FALSE,FALSE,23/08/2024
24/08/2024,Saturday,1,2024,8,August,8,8,24,6,8,0,0.75,0.25,4,0,4,4,0.75,0.25,4,0,0,0,0,0,2,2,3,0,0,1,36,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,desktop,0,0,24,1.5,Low,,0.333333333,10.4,13.71428571,2.382772109,0.857142857,,,0,,,0,0,FALSE,FALSE,24/08/2024
25/08/2024,Sunday,1,2024,8,August,12,12,14,10,10,0,0.833333333,0.166666667,5,0,6,6,0.833333333,0.166666667,4,2,0,0,1,1,3,1,4,2,0,0,53,2,2,0,0,0.037735849,0.037735849,0,0,44,2,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,14,3.704402516,Medium,Low,0.857142857,13.4,12.42857143,2.707890836,1.142857143,,,0,,,0,0,FALSE,FALSE,25/08/2024
26/08/2024,Monday,0,2024,8,August,44,48,112,32,44,4,0.666666667,0.333333333,11,1,11,12,0.666666667,0.333333333,6,6,0,5,4,2,0,1,6,4,1,1,43,1,1,0,1,0.046511628,0.023255814,0,0.023255814,38,2,0,0,0,0,0,0,0,0,12,desktop,50,0,112,3.379844961,High,Low,0.392857143,55.2,17.57142857,2.812154401,1.285714286,,,0,,,0,0,FALSE,FALSE,26/08/2024
27/08/2024,Tuesday,0,2024,8,August,21,21,66,21,18,3,1,0,6,1,7,7,1,0,4,3,0,2,2,1,2,0,4,2,1,0,47,1,1,0,1,0.042553191,0.021276596,0,0.021276596,39,2,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,66,4.042553191,Medium,Low,0.318181818,27.6,20,3.103947715,1.571428571,,,0,,,0,0,FALSE,FALSE,27/08/2024
28/08/2024,Wednesday,0,2024,8,August,4,4,4,2,2,0,0.5,0.5,1,0,2,2,0.5,0.5,0,2,0,0,1,1,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,mobile,100,0,4,1,Low,,1,4.4,20,2.961090572,1.571428571,,,0,,,0,0,FALSE,FALSE,28/08/2024
29/08/2024,Thursday,0,2024,8,August,36,36,76,28,32,0,0.777777778,0.222222222,8,0,9,9,0.777777778,0.222222222,4,5,0,3,2,3,1,0,3,3,2,0,36,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,9,mobile,55.55555556,0,76,1.555555556,High,,0.473684211,43.6,23,2.695693746,1.285714286,,,0,,,0,0,FALSE,FALSE,29/08/2024
30/08/2024,Friday,0,2024,8,August,12,18,26,12,12,6,0.666666667,0.333333333,6,3,6,9,0.666666667,0.333333333,6,3,0,2,0,3,4,0,5,4,0,0,58,3,3,0,0,0.051724138,0.051724138,0,0,46,3,0,0,0,0,0,0,0,0,9,desktop,33.33333333,0,26,4.385057471,Medium,Low,0.461538462,14.6,19.57142857,2.795344814,1.285714286,,,0,,,0,0,FALSE,FALSE,30/08/2024
31/08/2024,Saturday,1,2024,8,August,12,12,14,2,12,0,0.166666667,0.833333333,6,0,6,6,0.166666667,0.833333333,5,1,0,0,0,1,5,0,5,0,0,0,42,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,6,desktop,16.66666667,0,14,0.333333333,Medium,,0.857142857,13.4,20.14285714,2.628678147,1.285714286,,,0,,,0,0,FALSE,FALSE,31/08/2024
01/09/2024,Sunday,1,2024,9,September,8,8,28,6,8,0,0.75,0.25,4,0,4,4,0.75,0.25,3,2,1,1,2,0,2,0,2,3,0,0,34,2,2,0,0,0.058823529,0.058823529,0,0,27,2,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,28,3.558823529,Low,Low,0.285714286,10.8,19.57142857,2.607881149,1.285714286,,,0,,,0,0,FALSE,FALSE,01/09/2024
02/09/2024,Monday,0,2024,9,September,21,21,39,12,18,3,0.571428571,0.428571429,6,1,7,7,0.571428571,0.428571429,5,2,0,5,1,1,0,0,5,1,1,0,41,2,2,0,0,0.048780488,0.048780488,0,0,36,2,0,0,0,0,0,0,0,0,7,desktop,28.57142857,0,39,3.191637631,Medium,Low,0.538461539,24.9,16.28571429,2.580994387,1.285714286,,,0,,,0,0,FALSE,FALSE,02/09/2024
03/09/2024,Tuesday,0,2024,9,September,24,24,50,10,24,0,0.416666667,0.583333333,12,0,12,12,0.416666667,0.583333333,11,1,0,7,0,1,1,3,11,1,0,0,21,0,0,0,0,0,0,0,0,19,0,86,0,4,4,122,150,0,13,12,desktop,8.333333333,208,200,17.83333333,Medium,,0.12,44,16.71428571,4.551105836,1,19:00:00,19,1,19:00:00,19,1,2,FALSE,FALSE,03/09/2024
04/09/2024,Wednesday,0,2024,9,September,6,6,10,4,6,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,2,1,0,1,1,0,1,0,2,1,0,0,25,1,1,0,0,0.04,0.04,0,0,21,1,0,0,0,0,0,0,0,0,3,desktop,33.33333333,0,10,2.373333333,Low,Low,0.6,7,17,4.747296312,1.142857143,,,0,,,0,0,FALSE,FALSE,04/09/2024
05/09/2024,Thursday,0,2024,9,September,6,6,16,4,6,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,3,0,0,3,0,0,0,0,2,0,1,0,55,3,3,0,2,0.090909091,0.054545455,0,0.036363636,24,5,0,0,0,0,0,0,0,0,3,desktop,0,0,16,6.424242424,Low,Low,0.375,7.6,12.71428571,5.442823008,1.857142857,,,0,,,0,0,FALSE,FALSE,05/09/2024
06/09/2024,Friday,0,2024,9,September,6,6,10,4,6,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,1,2,0,1,0,2,0,0,2,0,0,1,33,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,10,1.333333333,Low,,0.6,7,11.85714286,5.006862417,1.428571429,,,0,,,0,0,FALSE,FALSE,06/09/2024
07/09/2024,Saturday,1,2024,9,September,3,3,5,3,3,0,1,0,3,0,3,3,1,0,3,0,0,1,0,0,2,0,3,0,0,0,29,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,desktop,0,0,5,2,Low,,0.6,3.5,10.57142857,5.244957655,1.428571429,,,0,,,0,0,FALSE,FALSE,07/09/2024
08/09/2024,Sunday,1,2024,9,September,8,8,14,8,8,0,1,0,4,0,4,4,1,0,1,2,1,1,2,1,0,0,3,0,0,0,25,2,3,0,1,0.12,0.08,0,0.04,20,3,0,0,0,0,0,0,0,0,4,mobile,50,0,14,5.12,Low,Low,0.571428571,9.4,10.57142857,5.467982865,1.571428571,,,0,,,0,0,FALSE,FALSE,08/09/2024
09/09/2024,Monday,0,2024,9,September,33,36,111,33,24,9,0.916666667,0.083333333,8,3,11,12,0.916666667,0.083333333,8,4,0,4,2,2,4,0,8,3,0,0,31,0,0,0,0,0,0,0,0,29,0,221,0,15,18,133,154,0,12,12,desktop,33.33333333,354,265,31.83333333,High,,0.124528302,59.5,12.28571429,9.55965368,1.285714286,18:00:00,18,1,18:00:00,18,2,3,TRUE,TRUE,09/09/2024
10/09/2024,Tuesday,0,2024,9,September,10,10,12,6,8,2,0.6,0.4,4,1,5,5,0.6,0.4,3,1,1,0,1,1,3,0,4,1,0,0,24,0,1,0,1,0.041666667,0,0,0.041666667,21,1,0,0,0,0,0,0,0,0,5,desktop,20,0,12,2.241666667,Low,Low,0.833333333,11.2,10.28571429,7.332272727,1.428571429,,,0,,,0,0,FALSE,FALSE,10/09/2024
11/09/2024,Wednesday,0,2024,9,September,6,8,24,5,5,3,0.625,0.375,5,3,6,8,0.625,0.375,6,2,0,3,0,2,3,0,8,0,0,0,24,1,1,0,0,0.041666667,0.041666667,0,0,19,1,0,0,0,0,0,0,0,0,8,desktop,25,0,24,2.291666667,Low,Low,0.25,8.4,10.28571429,7.320606061,1.428571429,,,0,,,0,0,FALSE,FALSE,11/09/2024
12/09/2024,Thursday,0,2024,9,September,8,8,10,4,6,2,0.5,0.5,3,1,4,4,0.5,0.5,3,1,0,0,0,1,3,0,2,2,0,0,26,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,desktop,25,0,10,1,Low,,0.8,9,10.57142857,6.545714286,0.714285714,,,0,,,0,0,FALSE,FALSE,12/09/2024
13/09/2024,Friday,0,2024,9,September,3,3,12,3,3,0,1,0,3,0,3,3,1,0,3,0,0,3,0,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,desktop,0,0,12,2,Low,,0.25,4.2,10.14285714,6.640952381,0.714285714,,,0,,,0,0,FALSE,FALSE,13/09/2024
14/09/2024,Saturday,1,2024,9,September,2,2,8,2,2,0,1,0,2,0,2,2,1,0,2,0,0,1,0,0,1,0,2,0,0,0,29,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,desktop,0,0,8,2,Low,,0.25,2.8,10,6.640952381,0.714285714,,,0,,,0,0,FALSE,FALSE,14/09/2024
15/09/2024,Sunday,1,2024,9,September,21,24,45,18,18,3,0.75,0.25,6,1,7,8,0.75,0.25,5,4,1,1,3,1,4,0,4,4,0,0,32,1,1,0,0,0.03125,0.03125,0,0,22,1,72,0,5,5,112,145,0,16,10,desktop,40,184,190,23.53125,Medium,Low,0.110526316,40,11.85714286,9.271130952,0.428571429,18:46:00,18,1,18:46:00,18,1,2,TRUE,TRUE,15/09/2024
16/09/2024,Monday,0,2024,9,September,39,42,75,24,30,6,0.571428571,0.428571429,10,2,13,14,0.571428571,0.428571429,8,6,0,0,1,5,8,0,11,1,0,0,18,2,2,0,1,0.166666667,0.111111111,0,0.055555556,17,3,0,0,0,0,0,0,0,0,14,desktop,42.85714286,0,75,4.30952381,High,Low,0.52,46.5,12.71428571,5.339158163,0.857142857,,,0,,,0,0,FALSE,FALSE,16/09/2024
17/09/2024,Tuesday,0,2024,9,September,28,36,40,20,24,8,0.555555556,0.444444444,6,2,7,9,0.555555556,0.444444444,6,3,0,5,2,1,1,0,3,3,2,0,30,1,1,0,0,0.033333333,0.033333333,0,0,23,1,0,0,0,0,0,0,0,0,9,desktop,33.33333333,0,40,2.144444444,Medium,Low,0.7,32,15.28571429,5.325269274,0.857142857,,,0,,,0,0,FALSE,FALSE,17/09/2024
18/09/2024,Wednesday,0,2024,9,September,36,36,88,32,28,8,0.888888889,0.111111111,7,2,9,9,0.888888889,0.111111111,5,4,0,5,2,2,0,0,5,1,2,0,21,1,1,0,0,0.047619048,0.047619048,0,0,18,1,0,0,0,0,0,0,0,0,9,desktop,44.44444444,0,88,2.825396825,High,Low,0.409090909,44.8,19.57142857,5.40151644,0.857142857,,,0,,,0,0,FALSE,FALSE,18/09/2024
19/09/2024,Thursday,0,2024,9,September,28,40,92,20,20,12,0.5,0.5,5,3,7,10,0.5,0.5,8,2,0,7,0,2,1,0,6,0,2,1,26,1,1,0,0,0.038461538,0.038461538,0,0,26,1,0,0,0,0,0,0,0,0,10,desktop,20,0,92,2.038461538,Medium,Low,0.304347826,37.2,22.42857143,5.549868088,1,,,0,,,0,0,FALSE,FALSE,19/09/2024
20/09/2024,Friday,0,2024,9,September,15,15,39,15,12,3,1,0,4,1,5,5,1,0,3,2,0,1,2,0,2,0,2,2,1,0,22,0,1,0,1,0.045454545,0,0,0.045454545,21,1,0,0,0,0,0,0,0,0,5,desktop,40,0,39,3.045454545,Medium,Low,0.384615385,18.9,24.14285714,5.699218738,1.142857143,,,0,,,0,0,FALSE,FALSE,20/09/2024
21/09/2024,Saturday,1,2024,9,September,24,24,54,10,24,0,0.416666667,0.583333333,12,0,12,12,0.416666667,0.583333333,7,5,0,1,2,3,6,0,10,2,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,desktop,41.66666667,0,54,0.833333333,Medium,,0.444444444,29.4,27.28571429,5.532552071,1.142857143,,,0,,,0,0,FALSE,FALSE,21/09/2024
22/09/2024,Sunday,1,2024,9,September,51,51,60,3,51,0,0.058823529,0.941176471,17,0,17,17,0.058823529,0.941176471,14,3,0,1,2,1,13,0,14,2,0,0,17,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17,desktop,17.64705882,0,60,0.117647059,High,,0.85,57,31.57142857,2.187751651,1,,,0,,,0,0,FALSE,FALSE,22/09/2024
23/09/2024,Monday,0,2024,9,September,14,14,26,10,12,0,0.714285714,0.285714286,6,0,7,7,0.714285714,0.285714286,2,5,0,2,4,1,0,0,3,4,0,0,21,1,1,0,1,0.095238095,0.047619048,0,0.047619048,16,2,0,0,0,0,0,0,0,0,7,mobile,71.42857143,0,26,3.523809524,Medium,Low,0.538461539,16.6,28,2.075506753,0.857142857,,,0,,,0,0,FALSE,FALSE,23/09/2024
24/09/2024,Tuesday,0,2024,9,September,10,10,22,8,10,0,0.8,0.2,5,0,5,5,0.8,0.2,3,2,0,3,1,1,0,0,4,1,0,0,25,1,1,0,0,0.04,0.04,0,0,18,1,0,0,0,0,0,0,0,0,5,desktop,40,0,22,2.64,Low,Low,0.454545455,12.2,25.42857143,2.146300404,0.857142857,,,0,,,0,0,FALSE,FALSE,24/09/2024
25/09/2024,Wednesday,0,2024,9,September,14,16,32,10,10,4,0.625,0.375,5,2,7,8,0.625,0.375,2,6,0,1,6,0,1,0,4,4,0,0,22,1,1,0,0,0.045454545,0.045454545,0,0,20,1,0,0,0,0,0,0,0,0,8,mobile,75,0,32,2.295454545,Medium,Low,0.4375,17.2,22.28571429,2.070594364,0.857142857,,,0,,,0,0,FALSE,FALSE,25/09/2024
26/09/2024,Thursday,0,2024,9,September,10,10,10,4,4,2,0.4,0.6,2,1,5,5,0.4,0.6,2,3,0,0,3,0,2,0,1,4,0,0,16,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,mobile,60,0,10,0.8,Low,,1,11,19.71428571,1.893671287,0.714285714,,,0,,,0,0,FALSE,FALSE,26/09/2024
27/09/2024,Friday,0,2024,9,September,10,10,26,6,8,2,0.6,0.4,4,1,5,5,0.6,0.4,3,2,0,2,1,1,0,1,4,1,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,desktop,40,0,26,1.2,Low,,0.384615385,12.6,19,1.630034923,0.571428571,,,0,,,0,0,FALSE,FALSE,27/09/2024
28/09/2024,Saturday,1,2024,9,September,76,76,100,20,68,8,0.263157895,0.736842105,17,2,19,19,0.263157895,0.736842105,14,4,1,1,4,1,13,0,13,4,0,1,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,19,desktop,21.05263158,0,100,0.52631579,High,,0.76,86,26.42857143,1.586175274,0.571428571,,,0,,,0,0,FALSE,FALSE,28/09/2024
29/09/2024,Sunday,1,2024,9,September,10,12,14,8,8,2,0.666666667,0.333333333,4,1,5,6,0.666666667,0.333333333,4,2,0,1,0,2,3,0,5,0,0,1,27,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,14,1.333333333,Low,,0.714285714,11.4,20.57142857,1.759844742,0.571428571,,,0,,,0,0,FALSE,FALSE,29/09/2024
30/09/2024,Monday,0,2024,9,September,5,5,12,5,5,0,1,0,5,0,5,5,1,0,2,3,0,2,0,3,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,12,0,102,140,3,3,130,150,0,10,5,mobile,60,232,302,15,Low,,0.016556291,35.2,19.28571429,3.399300524,0.285714286,18:00:00,18,1,18:00:00,18,1,2,TRUE,TRUE,30/09/2024
01/10/2024,Tuesday,0,2024,10,October,20,22,130,18,16,6,0.818181818,0.181818182,8,3,10,11,0.818181818,0.181818182,8,4,1,5,2,2,3,0,8,4,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,13,desktop,30.76923077,0,130,1.636363636,Medium,,0.153846154,33,20.71428571,3.255923901,0.142857143,,,0,,,0,0,FALSE,FALSE,01/10/2024
02/10/2024,Wednesday,0,2024,10,October,28,32,56,16,24,4,0.5,0.5,6,1,7,8,0.5,0.5,5,3,0,2,1,2,2,1,4,1,1,2,22,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,desktop,37.5,0,56,1,Medium,,0.5,33.6,22.71428571,3.070858966,0,,,0,,,0,0,FALSE,FALSE,02/10/2024
03/10/2024,Thursday,0,2024,10,October,24,24,51,24,24,0,1,0,8,0,8,8,1,0,3,5,0,2,4,1,1,0,2,5,0,1,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,mobile,62.5,0,51,2,Medium,,0.470588235,29.1,24.71428571,3.242287537,0,,,0,,,0,0,FALSE,FALSE,03/10/2024
